frame,timestamp,capture_ms,undistort_ms,depth_ms,ground_ms,path_ms,total_ms
17,1780947623.9700415,110.74412300001768,3.992960999994466,42.84184200002983,5.748444999994717,145.1631270000462,197.7463750000652
18,1780947624.2372484,88.5719949999384,1.5328320000662643,42.15232499996091,7.699209999941559,215.43198400001984,266.8163509999886
19,1780947624.4695516,115.68829199995889,2.013212000065323,42.0130390000395,6.668113000046105,181.10320999994656,231.79757400009748
20,1780947624.6933916,138.49732400001358,1.6756299999087787,41.49887999994917,4.270558999905916,176.116228000069,223.56129699983285
21,1780947624.922638,111.1773009999979,3.061440000010407,41.001369000014165,6.11654500005443,178.71213800003716,228.89149200011616
22,1780947625.1634188,32.662268000080985,4.484842000010758,40.518079999969814,3.923996000025909,191.59359000002496,240.52050800003144
23,1780947625.3911936,35.21986199996263,5.085096000016165,41.26796100001684,4.409191000036117,176.65506499997718,227.4173130000463
24,1780947625.6515954,73.56479500003843,5.294730000059644,41.839269999968565,3.1861830000252667,209.53048599994872,259.8506690000022
25,1780947625.8228998,42.200277999995706,3.691304999961176,40.730596999992486,3.320093000070301,123.29922199990051,171.04121699992447
26,1780947626.2139919,57.13484399996105,5.155707999961123,40.729929999997694,7.952806999924178,336.7057450000175,390.5441899999005
27,1780947626.4758122,77.55672399991909,1.9940250000445303,42.507945000011205,3.8275299999668277,213.12218299999586,261.4516830000184
28,1780947626.7522752,69.38430200000312,5.481325000005199,41.6780010000366,3.218701000037072,225.6244609999385,276.00248800001737
29,1780947627.0864148,72.83116900009645,5.766831999949318,43.547152999963146,6.302232999928492,278.02050200000394,333.6367199998449
30,1780947627.3152606,111.53781500001969,7.273308999970141,40.84451300002456,4.58306400003039,175.73849300003985,228.43937900006495
31,1780947627.5656548,63.96822700003213,2.3286250000182918,41.344006000031186,4.613824000102795,201.7396969999936,250.02615200014588
32,1780947627.8204188,79.9688030000425,4.594768000060867,41.11435199990865,3.419241999949918,205.18340199998875,254.31176399990818
33,1780947628.0507107,108.09777600002235,6.905467000024146,41.72427299999981,7.266974999993181,173.93090799998845,229.8276230000056
34,1780947628.3022301,77.55594299999302,1.8542999999908716,43.55340000006436,2.839266000023599,203.0172690000427,251.26423500012152
35,1780947628.6605918,76.37287900001866,2.939879999985351,42.03869999992094,4.731956000000537,308.3390240000199,358.0495599999267
36,1780947628.882184,133.42487199997777,4.571636999912698,41.738675000033254,5.515547000072729,169.29821500002618,221.12407400004486
37,1780947629.0920725,69.96881300005953,3.39459299993905,40.98613999997269,9.959755000068071,155.1331680000203,209.47365600000012
38,1780947629.3134136,33.66364099997554,2.343773000006877,41.00752300007571,5.378062000090722,172.18334500000765,220.91270300018095
39,1780947629.3843074,2.4583689998962654,2.200954999921123,42.24730900000395,5.552176999913172,20.649579999940215,70.65002099977846
40,1780947629.647212,50.37354199998845,4.021754000063993,43.54457800002365,8.191882000005535,206.8515830000024,262.60979700009557
41,1780947629.8912008,56.96064899996145,4.203146999998353,40.81885200002944,5.724439000005077,192.79168299999583,243.5381210000287
42,1780947630.114365,115.55614099995637,3.408703999980389,43.51435599994602,5.961073999969813,169.87879800001338,222.7629319999096
43,1780947630.3650024,118.21715199994287,4.4994309999992765,41.01907300002949,6.944945999975971,197.83982000001288,250.30327000001762
44,1780947630.606698,89.61697799998092,2.2064180000143097,41.84703600003559,4.49554099998295,192.78595100001894,241.3349460000518
45,1780947630.87151,72.49990299999354,1.9951180000816748,41.11398300005931,7.091134999996029,214.05344899994816,264.25368500008517
46,1780947631.1452115,93.52599300007114,2.263863000052879,40.17766599997685,3.3968139999842606,227.39527299995643,273.2336159999704
47,1780947631.594831,83.96721299993715,7.399158999987776,40.30425600001308,3.7822860000460423,397.82985199997256,449.31555300001946
48,1780947631.8643296,42.42393099991659,2.868247000037627,42.55417399997441,3.0090650000147434,220.62230099993485,269.05378699996163
49,1780947632.0949264,62.297072999967895,2.9339710000613195,40.82169199989494,5.4413210000348045,180.78620799997225,229.9831919999633
50,1780947632.321015,67.18210199994701,3.507612000021254,41.89208000002509,6.035537000002478,173.39816699995936,224.83339600000818
51,1780947632.6130097,111.30047100004958,2.176362000000154,40.84355700001652,3.7465799999836236,244.93604700001015,291.70254600001044
52,1780947632.7789347,104.36185999992631,2.2856969999338617,41.150416999926165,4.496873999983109,117.01151900001605,164.9445069998592
53,1780947633.1103988,73.13870099994801,1.9913570000653635,42.861083000047984,4.048326999964047,282.2854789999383,331.1862460000157
54,1780947633.7187912,41.69227299996692,2.802541000050951,40.640529000029346,6.23794699993141,558.3454419999043,608.026458999916
55,1780947633.920116,126.11517600009847,3.1509920000871716,40.715363999993315,3.105917999960184,154.00375000001532,200.976024000056
56,1780947634.1667707,58.38919400002851,3.0646209999076746,40.94294300000456,3.4975180000174078,198.30566799998905,245.8107499999187
57,1780947634.3932238,39.90974800001368,3.3821079999825088,40.82100900006935,4.342332999954124,177.5062980000257,226.0517480000317
58,1780947634.6733139,62.788063999960286,7.714403999898423,47.1806049999941,5.233591999967757,219.53683200001706,279.66543299987734
59,1780947634.9480925,46.982545999981085,2.6416849999577607,42.92944200005877,12.949958000035622,215.86199500006842,274.3830800001206
60,1780947635.1502903,79.05048900011025,2.1793060000163678,40.49859499991726,3.5729820000369727,155.63787199994294,201.88875499991354
61,1780947635.4802191,67.17968399993879,3.960711999980049,44.82043899997734,6.135998999980075,274.6241590000409,329.54130899997836
62,1780947635.6810741,98.99981399996705,3.811060999964866,41.326309999931254,4.583910999940599,150.56711599993378,200.2883979997705
63,1780947635.9037879,57.24540300002445,2.479589000017768,43.96266200001264,4.7283029999789505,171.06908300002033,222.2396370000297
64,1780947636.164323,73.15370699996038,3.9688059999889447,41.72735499992086,5.887234000056196,208.32632299993747,259.9097179999035
65,1780947636.377565,60.24536400002489,1.4924939999900744,42.983875000004446,6.172536000008222,161.96961100001772,212.61851600002046
66,1780947636.5838435,52.253827999948044,2.6903890000085084,41.13237500007472,7.292780999932802,154.50401100008548,205.6195560001015
67,1780947636.7903924,90.25032299996383,3.1330279999792765,42.71457400000145,5.016881999949874,155.43158599996332,206.29606999989392
68,1780947636.994599,108.90813700007129,2.9081530000212297,42.73170399994797,7.978795000099126,150.3396089999569,203.95826100002523
69,1780947637.2249155,11.540589999981421,5.265201999918645,42.94912900002146,3.765762999933031,177.69276499996067,229.6728589998338
70,1780947637.3611174,84.33346499998606,2.8667810000797544,39.942862999964746,3.3057159999998476,89.69702100000632,135.81238100005066
71,1780947637.590244,66.88175199997204,3.0919340000536977,43.77158999989206,7.128203000092981,174.3931609998981,228.38488799993684
72,1780947637.816251,99.61959599991133,3.5937589999548436,41.938866999998936,4.939156999967054,175.13247199997295,225.60425499989378
73,1780947638.0408614,56.9886039999119,2.306825999994544,42.979592000051525,4.235457999925529,174.6965510000109,224.2184269999825
74,1780947638.2552655,112.36078900003577,1.679590000094322,43.16490500002601,7.146627999986777,161.8399159999626,213.83103900006972
75,1780947638.4530053,81.30653999990045,5.031437000070582,43.49381899999116,4.881932999978744,143.3743699999468,196.78155899998728
76,1780947638.6687112,55.472305999956006,4.346589000078893,42.89078800002244,6.582338999919557,161.49546400004056,215.31518000006145
77,1780947638.8729856,86.49247999994714,1.728628000023491,43.231296000044495,4.283013999952345,154.71717699995224,203.96011499997257
78,1780947639.084543,57.24133399996845,2.3626409999906173,41.725097999915306,5.377739999971709,161.58917899997505,211.05465799985268
79,1780947639.323912,52.78552100003253,8.273484000028475,40.6673119999823,4.280753999978515,185.80303099997764,239.02458099996693
80,1780947639.5377944,70.60401500007174,4.297866000001704,40.19843100002163,3.983489000006557,164.95517900000323,213.43496500003312
81,1780947639.7521486,67.65921299995625,2.3931969999466673,43.08026800003972,6.121810000081496,161.90641400010009,213.50168900016797
82,1780947639.9580204,3.0950080000593516,2.0805049999808034,42.841003000035016,8.159740999985843,152.41797999999562,205.49922899999729
83,1780947640.16879,102.63724700007515,3.96633999991991,44.39381300005607,8.552322000014101,152.93661800001246,209.84909300000254
84,1780947640.3883367,119.08606200006489,7.057828000029076,42.74823700006891,12.407714000005399,156.90568000002258,219.11945900012597
85,1780947640.6251652,99.59644499997466,4.450219999966976,40.61756399994465,7.786824000049819,183.20891599989864,236.06352399986008
86,1780947640.744485,1.696330999948259,3.1039149999969595,40.49309799995626,5.554743000061535,69.78380299995024,118.935558999965
87,1780947640.9665604,39.115125999956035,1.98768799998561,41.74503100000493,7.810602000063227,169.96057400001519,221.50389500006895
88,1780947641.1969533,43.469078999919475,3.409031999922263,41.3091699999768,3.502551999986281,181.824937999977,230.04569199986236
89,1780947641.4025874,45.256633999997575,4.319197999961943,40.32021900002292,5.759522999937872,154.9453979999953,205.34433799991803
90,1780947641.6330593,77.20344300003035,4.011488000060126,40.70061599998098,4.662872000039897,180.5486349999228,229.9236110000038
91,1780947641.8650272,119.76452299995799,3.2817139999679057,41.09040100001948,10.72193800007426,176.45447800009606,231.5485310001577
92,1780947642.1018238,52.378788000055465,4.533406000064133,41.91721399990911,4.612000999941301,185.51213000000644,236.57475099992098
93,1780947642.360257,89.32667600004152,4.755687999931979,40.732017999971504,3.1781929999397107,209.38267000008182,258.048568999925
94,1780947642.5839458,92.75405899995803,4.378199000029781,41.825576999940495,4.70861300004799,172.28363200001695,223.19602100003522
95,1780947642.8268445,129.3216049999728,5.43460899996262,42.48788699999295,7.69896899998912,186.79797699996925,242.41944199991394
96,1780947643.0684311,56.80274200005897,3.106265999917923,41.39280999993389,6.655391999970561,190.01349600000594,241.16796399982832
97,1780947643.2938187,57.96726299990951,4.725445999952171,40.54499099993336,4.9356529999613485,174.7819920000211,224.98808199986797
98,1780947643.5189033,77.62700600005701,4.285900000013498,41.74886700002389,6.896748000031039,171.8169329999455,224.74844800001392
99,1780947643.6165586,2.5376060000326106,2.553162000026532,41.355785000064316,6.7873569998937455,46.53407299997525,97.23037699995984
100,1780947643.8174763,42.56071700001485,4.042136000066421,40.58034399997723,4.859281999983978,150.47137900000962,199.95314100003725
101,1780947644.0295296,69.94264600007227,2.163634999988062,41.452824000089095,3.541218000009394,164.45874700002605,211.6164240001126
102,1780947644.1039183,1.2058940000088114,2.1195970000462694,40.20099799993204,4.612442999928135,27.101442999992287,74.03448099989873
103,1780947644.183358,45.77621799990084,2.6644969999551904,42.85436400004983,6.146620999970764,27.342224999983955,79.00770699995974
104,1780947644.26114,35.1117489999524,1.5921419999358477,41.940939000028266,3.707628000029217,30.27883799995834,77.51954699995167
105,1780947644.346723,7.291680999969685,2.041132999920592,42.16862900000251,6.953803999977026,34.07424700003503,85.23781299993516
106,1780947644.4294887,4.485181000063676,3.29037899996365,41.76813900005527,6.230029999983344,31.116410999970867,82.40495899997313
107,1780947644.5142817,84.13710600007107,3.727202999925794,44.28320800002439,6.023045000006277,30.51506499991774,84.5485209998742
108,1780947644.605325,47.38726899995527,5.353586999945037,45.07140900000195,5.365125000025728,34.85590999991928,90.64603099989199
109,1780947644.6925879,44.59962099997483,4.292083999985152,42.567321999968044,8.366016999957537,31.417027999964375,86.64245099987511
110,1780947644.7898343,47.29321100001016,7.47585200008416,42.687286999921525,8.678670999984206,37.959989999990285,96.80179999998018
111,1780947644.8826582,83.51955600005567,2.0937640000511237,40.188478999994004,4.643906000069364,45.67701299993132,92.60316200004581
112,1780947644.970764,52.10915899999691,2.293082000051072,46.70701399993504,5.606129000057081,33.24500899998384,87.85123400002703
113,1780947645.0624099,5.961414000012155,2.9982820000213906,43.45498599991515,9.08047500001885,34.708328999954574,90.24207199990997
114,1780947645.3007019,64.15916600008131,3.911188000074617,44.86987999996472,5.870689000062157,183.33311499998217,237.98487200008367
115,1780947645.6114767,57.03571200001534,2.1347639999476087,41.21167899995726,5.221214000016516,261.95624899992254,310.5239059998439
116,1780947645.8131816,122.28726900002584,4.693647999943096,41.77648600000339,5.976597999961086,148.92819900001086,201.37493099991843
117,1780947646.0142806,129.37596300002951,3.3665109999674314,40.936413999929755,4.907540999965931,151.5333609999061,200.74382699976923
118,1780947646.2409682,127.37711199997648,2.394621000007646,41.32804599998963,5.647073000091041,177.08484000002045,226.45458000010876
119,1780947646.4617672,42.908984000064265,3.2639710000239575,41.30332299996553,5.796336000003066,169.92070100002366,220.2843310000162
120,1780947646.681194,52.26551800001289,1.853331999996044,41.378381000072295,4.486698000050637,171.14507600001616,218.86348700013514
121,1780947646.8811612,117.1236160000717,5.094525000004069,40.8688519999032,4.445975999942675,149.13046199990276,199.5398149997527
122,1780947647.089043,118.22163099998306,6.491219999929854,42.8106489999891,4.994281999984196,153.18630799993116,207.4824589998343
123,1780947647.293145,79.36344400002326,4.136449999919023,40.628249999940635,7.930171999987579,150.79647599998225,203.4913479998295
124,1780947647.5125802,53.7534659999892,1.8180349999283862,40.92421799998647,7.076896999933524,169.02864300004694,218.84779299989532
125,1780947647.7183952,85.58137900001839,2.0130760000256487,42.297448999988774,4.467344999966372,156.6992929999742,205.477162999955
126,1780947647.9443452,32.261032000064915,2.758220000032452,41.24981799998295,3.6789230000522366,177.96770500001458,225.65466600008222
127,1780947648.1492536,107.41543799997544,4.804426999953648,41.29913299993859,4.304767999997239,154.00100100009695,204.40932899998643
128,1780947648.3489213,70.83393599998544,5.3525659999422714,41.17410699996071,4.705109000042285,147.96186499995656,199.19364699990183
129,1780947648.5487268,125.34830000004149,5.019763000063904,40.910101999998005,6.414549000055558,147.02616200008833,199.3705760002058
130,1780947648.7272136,119.19599699990613,2.3337490000585603,41.40472200003842,3.423381000061454,130.9446669999943,178.10651900015273
131,1780947648.9119887,107.0669480000106,2.9892430000018066,44.26168500003769,7.150636999995186,129.83570099993358,184.23726599996826
132,1780947649.1307883,85.51326399992831,2.289840000003096,44.60906199994952,7.937707999985832,163.6384649999627,218.47507499990115
133,1780947649.3342712,148.741565000023,1.973204000023543,41.2980300000072,5.593792000013309,154.10735299997214,202.9723790000162
134,1780947649.4156585,3.5128069999927902,2.577457000029426,41.74929800001337,5.473161000054461,31.21618899990608,81.01610500000334
135,1780947649.5005658,78.60113200001706,1.4827879999756988,42.699852999930954,5.5142909999403855,34.98103899994476,84.6779709997918
136,1780947649.711734,58.905089000063526,3.9563160000852804,42.92883899995559,3.130318999978954,160.66579300002104,210.68126700004086
137,1780947649.792479,44.82635700003357,1.7153109999981098,43.1450840000025,4.68153400004212,30.85677499996109,80.39870400000382
138,1780947649.8769011,2.6799400000072637,1.8264420000377868,43.59912899997198,5.896687000017664,32.6293269999951,83.95158500002253
139,1780947649.9775274,57.459469000036734,1.6292900000962618,41.85167000002821,4.093985999929828,52.756508000015856,100.33145400007015
140,1780947650.0617735,37.8385699999626,1.971056000002136,41.72538800003167,4.91129700003512,35.407227999940005,84.01496900000893
141,1780947650.25271,60.12984599999527,4.865888000040286,42.672420999906535,5.107208000026731,137.96919399999297,190.61471099996652
142,1780947650.3493004,48.17272899992986,3.0639839999366814,41.56247399998847,16.80389299997387,34.61271300000135,96.04306399990037
143,1780947650.4665873,43.866555000022345,3.0835399999205038,40.81858999995802,5.9402979999276795,67.09395899997617,116.93638699978237
144,1780947650.6156187,64.1054579999718,3.3103780000374172,42.02926100003879,5.202321000069787,98.04960200006008,148.59156200020607
145,1780947650.70076,46.235969999997906,3.5028250000550543,42.165264000004754,6.274212000107582,32.95423699989897,84.89653800006636
146,1780947650.8385801,81.33319199998823,2.1806900000456153,44.3270460000349,6.996669999921323,84.09341199990195,137.59781799990378
147,1780947650.9244227,37.44969299998502,3.2535249999909865,41.20565300001999,5.332212999974217,35.37313399999675,85.16452499998195
148,1780947651.0090458,51.465644000018074,1.86151700006576,43.8096839999389,6.50436399996579,32.237981999969634,84.41354699994008
149,1780947651.095737,50.88049700009378,9.728442999971776,41.462967000029494,3.9535380000188525,30.72759799999858,85.8725460000187
150,1780947651.3257682,139.65456099992934,2.174560000071324,42.567581000071186,7.19587700007196,176.95035699989603,228.8883750001105
151,1780947651.4229245,47.730493000017304,6.503993000023911,42.879531000039606,6.11059599998498,41.226202999951056,96.72032299999955
152,1780947651.502745,43.869160999975065,5.184135000035894,40.84038199994211,3.8053490000038437,29.706172000032893,79.53603800001474
153,1780947651.588221,4.4780100000707534,2.5861229999009083,42.80208600005153,4.486399000029451,35.363093000000845,85.23770099998274
154,1780947651.672652,83.77587699999367,3.277785000022959,40.69086000004063,4.447232000075019,35.74702599996726,84.16290300010587
155,1780947651.915236,110.81527600003938,1.9723149999890666,41.29387199998291,5.188894999946569,193.82682299999487,242.28190499991342
156,1780947651.996132,6.548511999994844,2.336266000042997,42.13129499999013,5.203189999974711,30.66724500001783,80.33799600002567
157,1780947652.0771682,31.563946999995096,1.8688690000772112,41.54624300008436,3.4895280000455386,33.81270800002767,80.71734800023478
158,1780947652.2069118,45.663134000051286,3.0918919999294303,41.965212000036445,6.462010000063856,77.82334700004867,129.3424610000784
159,1780947652.2893915,47.01430700004039,4.157041000098616,40.700634000018,2.970741000012822,34.200678000047446,82.02909400017688
160,1780947652.3751266,77.3233940000182,3.771367000013015,41.13132700001643,9.448900000052163,31.017154999972263,85.36874900005387
161,1780947652.4597843,46.222069999998894,5.248338999990665,42.28177400000277,3.3666000000494023,33.28640200004429,84.18311500008713
162,1780947652.534252,9.19198700000834,1.551232999986496,42.51764799994362,8.204283000054602,21.42486499997176,73.69802899995648
163,1780947652.6243277,67.43628300000637,3.22518999996646,41.90365599993129,4.346932999965247,40.35771899998508,89.83349799984808
164,1780947652.7140334,55.044291000058365,4.749960000026476,45.733709000046474,9.514975000001868,29.207122000002528,89.20576600007735
165,1780947652.9802325,62.783565000017916,3.149151000002348,42.18510500004413,6.122763000007581,214.480352999999,265.9373720000531
166,1780947653.056647,1.638881999951991,3.3750449999843113,41.48244199996043,4.286191000005601,26.792813999918508,75.93649199986885
167,1780947653.1339693,32.27300899993679,1.8959980000090582,39.90489199998137,4.629883000006885,30.537457999912476,76.96823099990979
168,1780947653.2121878,42.854501999954664,3.2368009999572678,41.329436999944846,4.433952999988833,28.928093999979865,77.92828499987081
169,1780947653.2935805,77.71980000006806,2.2051529999771446,45.402050000006966,7.131131999926765,26.369992000013553,81.10832699992443
170,1780947653.3699896,42.1977489999108,3.109595000069021,40.65792399990187,5.478936000031354,26.72516400002678,75.97161900002902
171,1780947653.4484591,42.25024899994878,3.4099340000466327,41.31654700006493,6.293153999990864,27.17357999995329,78.19321500005572
172,1780947653.7287517,52.45584700003292,1.6982170000119368,42.05687600006058,6.0022420000223065,230.34901199991964,280.10634700001447
173,1780947653.8103426,1.5711029999465609,4.925295999896662,40.90839200000573,5.869424000024992,29.501772000003257,81.20488399993064
174,1780947654.0427501,67.59486999999353,5.254839000031097,41.720591999933276,3.739940000059505,181.41028100001222,232.1256520000361
175,1780947654.1250298,1.476064999906157,2.914275999955862,41.44647099997201,5.226781999908781,32.30491299996174,81.8924419997984
176,1780947654.384223,61.69477100002041,2.2589120000020557,40.80447700005152,4.369285000052514,211.56093400009013,258.9936080001962
177,1780947654.4622135,1.2148740000839098,3.2845240000369813,42.59478799997396,3.4366560000762547,28.269801000078587,77.58576900016578
178,1780947654.544522,75.6045839999615,3.1878360000519024,43.03740699992886,6.054834999986269,29.779458999996677,82.05953699996371
179,1780947654.6263232,45.410210000000006,2.9702950000682904,42.34817200006091,4.54647300000488,31.726846000083242,81.59178600021733
180,1780947654.7116408,51.86662599999181,4.356803000064247,40.28759799996351,9.643049000032988,30.536843000049885,84.82429300011063
181,1780947654.7956798,73.00699899997198,1.6924210000297535,41.987646999928074,9.177521999959026,30.987313999958133,83.84490399987499
182,1780947654.8797472,41.95785000001706,2.54219499993269,41.36052500007281,5.3446909998911,34.4578230000252,83.7052339999218
183,1780947654.9772072,3.1076129999974,4.231800999946245,41.45282199999656,7.558695000057014,43.79764399993746,97.04096199993728
184,1780947655.0679765,49.15218500002538,4.970666000076562,46.63478599991322,4.590177000068252,34.201998999947136,90.39762800000517
185,1780947655.1574333,93.08367400001316,2.9284610000104294,43.110218000038,9.71047500001987,33.44750400003704,89.19665800010534
186,1780947655.2489119,9.082945000045584,2.0448150000902388,43.32577799993942,13.166092999995271,32.49691299993174,91.03359899995667
187,1780947655.3376374,47.66733899998599,8.763586999975814,43.9319559999376,4.066982000040298,31.369057999995675,88.13158299994939
188,1780947655.427843,8.124963999989632,4.524973000002319,40.62878399997771,11.01307299995824,33.810936999998376,89.97776699993665
189,1780947655.5209343,9.19892800004618,1.808440999980121,40.76328600001489,4.633325999975568,45.63256200003707,92.83761500000764
190,1780947655.6232212,31.36211399998956,8.085148000077425,42.73795300002803,12.260948000061944,38.57539400007681,101.65944300024421
191,1780947655.7137864,18.740065999963917,3.284727000050225,40.49603999999363,9.446228999991035,32.414503000040895,85.64149900007578
192,1780947655.80493,45.91565900000205,6.210613999996895,44.69335900000715,6.735605000017131,33.09886799991091,90.73844599993208
193,1780947655.8997512,8.371690999979364,3.330671999947299,48.25109099999736,9.295467000015378,33.47470800008523,94.35193800004527
194,1780947655.9955397,53.89311999999791,6.448784999975032,43.04544000001442,8.767383999952472,33.97538399997302,92.23699299991495
195,1780947656.0880394,47.63974100001178,8.183002000009765,43.19419699993432,5.387097999914658,35.21006899995882,91.97436599981756
196,1780947656.1741328,49.26497400003882,2.086112000029061,40.25918000002093,8.139871000025778,35.403147000010904,85.88831000008668
197,1780947656.2677932,83.02636899998106,5.288559999939935,42.60507399999369,5.690641000001051,39.8264120000249,93.41068699995958
198,1780947656.3632286,45.48651599998266,3.9675170000919024,42.87572799989903,5.508156000018971,42.68402100001367,95.03542200002357
199,1780947656.453518,9.126741000045513,1.928367999994407,43.71448400002009,9.80719799997587,34.589353999990635,90.039403999981
200,1780947656.547256,2.805422000051294,3.9315349999924365,41.83794899995519,12.637470999948164,34.23331099997995,92.64026599987574
201,1780947656.6374428,3.444711000042844,3.207761999988179,42.02313799999047,10.354521999943245,34.27871799999593,89.86413999991782
202,1780947656.7253187,12.427060999925743,1.9021640000573825,42.13847400001214,8.179465000011987,35.34329399997205,87.56339700005356
203,1780947656.8191473,85.29385500003173,4.759030999935021,45.77946599999905,8.817327999963709,34.16595800001687,93.52178299991465
204,1780947656.9069972,41.819801000087864,2.3701730000311727,43.631445000073654,5.370079000044825,36.131197000031534,87.50289400018119
205,1780947656.9979615,48.75077900010183,5.098093000015069,43.92289500003699,7.01625800002148,34.32405299997754,90.36129900005108
206,1780947657.090258,49.76786700001412,5.932164000000739,45.744738000053076,5.713548000016999,34.61344300001201,92.00389300008283
207,1780947657.1770978,42.931113000008736,2.0737779999535633,39.91402100007235,7.156314999974711,37.37690000002658,86.52101400002721
208,1780947657.2709641,51.36285899993709,4.339727000001403,47.87871999997151,6.318059000022913,34.872410999923886,93.40891699991971
209,1780947657.3585472,42.901352999933806,1.999832000024071,42.69745999999941,6.398338000053627,36.02595000006659,87.1215800001437
210,1780947657.4483137,42.96603899990714,3.306949000034365,41.57003299997086,8.187223000049926,36.32330799996453,89.38751300001968
211,1780947657.5414517,13.709007999977985,3.1629100000145627,42.65605200009759,13.675749000071846,33.23823200003062,92.73294300021462
212,1780947657.6276624,80.64729700004136,1.701771000057306,41.351843000029476,4.633528999988812,38.31745399997999,86.00459700005558
213,1780947657.7210546,48.974351999959254,3.5001930000362336,47.861257000022306,7.394985999894743,34.199305000015556,92.95574099996884
214,1780947657.8103955,48.17094800000632,5.185056999948756,45.23515400001088,4.469358999926953,33.97224599996207,88.86181599984866
215,1780947657.9017916,48.7073289999671,2.984054000080505,44.25015499998608,8.675360999973236,35.07143299998461,90.98100300002443
216,1780947657.995285,44.57908699998825,3.9309789999606437,42.55441999998766,10.068552999996427,36.63927600007355,93.19322800001828
217,1780947658.0857882,89.58188200006134,3.0185360000132277,40.400323000085336,6.138444000043819,40.69327100000919,90.25057400015157
218,1780947658.1789768,52.20353400000022,5.9128660000169475,45.34211400005006,6.902754000066125,34.62956900000336,92.78730300013649
219,1780947658.267607,42.87677399997847,3.2237799999847994,41.06268500004262,7.656064000002516,36.35808100000304,88.30061000003298
220,1780947658.3534625,46.16757300004792,4.625564999969356,43.52319200006605,2.5919359999306835,34.79303500000697,85.53372799997305
221,1780947658.4419312,47.32816799992179,5.93119999996361,42.002388000014435,6.749103999936779,33.38549099999,88.06818299990482
222,1780947658.5373194,92.81069299993305,1.7345869999871866,41.80334700004096,14.120107000053395,37.4946210000644,95.15266200014594
223,1780947658.6290398,45.268113000020094,4.5087659999580865,42.06986999997753,9.886641000093732,34.727200000020275,91.19247700004962
224,1780947658.7261367,58.444516999998086,1.6919930000085515,47.09708999996565,11.759822999920289,36.092799000016385,96.64170499991087
225,1780947658.815507,1.5821769999320168,3.9266999999654217,41.98894199998904,6.436950000079378,36.68573499999184,89.03832700002567
226,1780947658.8995047,42.11390800003301,1.9757950000212077,42.06153600000562,6.23620499993649,33.540086000016345,83.81362199997966
227,1780947658.9832835,82.15262999999595,1.8592180000496228,41.25474400007079,4.091221999942718,36.37586000002102,83.58104400008415
228,1780947659.0699415,1.6335840000465396,2.8797190000204864,41.25501900000472,6.609785000023294,35.51343200001611,86.25795500006461
229,1780947659.156688,42.695266000009724,2.5424530000464074,41.804859999956534,4.757011000037892,37.431338000033065,86.5356620000739
230,1780947659.2476032,97.66382399993745,4.239019999999982,42.05445700006294,7.5212830000737085,36.76695500007554,90.58171500021217
231,1780947659.3383796,49.488794000012604,6.023126000059165,42.5498739999739,5.127980999986903,36.68995399993946,90.39093499995943
232,1780947659.39016,42.72585800003981,2.685623000047599,41.20549799995388,6.882049000068946,0.6595300000071802,51.4327000000776
233,1780947659.4832308,62.058890000002975,4.563156000017443,41.07814299993606,9.89721499990992,37.14675900005204,92.68527299991547
